Name,y_label,canonical_smiles
Agroastragaloside II,1,CC(=O)O[C@H]1[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CC[C@H](O)C(C)(C)O)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@@H](O)[C@@H]1O
4-[(2'-O-Acetyl-alpha-L-rhamnosyloxy) benzyl]isothiocyanate,1,CC(=O)O[C@H]1[C@H](Oc2ccc(CN=C=S)cc2)O[C@@H](C)[C@H](O)[C@H]1O
Euphorbiasteroid,1,CC(=O)O[C@H]1[C@H]2[C@@H](OC(=O)Cc3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC[C@@]13CO3)C2(C)C
Dihydroergolide,1,CC(=O)O[C@H]1[C@H]2[C@H](C[C@@H](C)[C@@H]3CCC(=O)[C@]31C)OC(=O)[C@@H]2C
"1-Acetoxyl-2e,6e-dipiperonyl-3,7-dioxabicyclo -[3,3,0]-octane",1,CC(=O)O[C@]12CO[C@H](c3ccc4c(c3)OCO4)[C@H]1CO[C@@H]2c1ccc2c(c1)OCO2
"15-acetoxy-5,6-epoxylathyr-12-en-3-ol-14-one",0,CC(=O)O[C@]12C[C@H](C)[C@H](O)[C@@H]1[C@H]1O[C@]1(C)CC[C@H]1[C@@H](/C=C(\C)C2=O)C1(C)C
Euphorbia factor L19,0,CC(=O)O[C@]12C[C@H](C)[C@H](OC(=O)Cc3ccccc3)[C@@H]1/C=C(/CO)CC[C@H]1[C@@H](/C=C(\C)C2=O)C1(C)C
Progesterone,1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
"2,6-dihydroxyacetophenone",0,CC(=O)c1c(O)cccc1O
Cynandione A,1,CC(=O)c1ccc(O)c(-c2c(O)ccc(O)c2C(C)=O)c1O
Hypoglicin K,1,CC(=O)c1ccc2c(c1O)CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3
Stellarines a,1,CC(=O)c1nc(C(N)=O)cc2c1[nH]c1ccccc12
1-acethyl-beta-carboline,0,CC(=O)c1nccc2c1[nH]c1ccccc12
Moracin R,1,CC(C)(O)C(O)Cc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O
Moracin O,1,CC(C)(O)C1Cc2cc3cc(-c4cc(O)cc(O)c4)oc3cc2O1
9-Hydroxyisoegomaketone,1,CC(C)(O)CC(=O)c1ccoc1
Cucurbitacin R,0,CC(C)(O)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
Dolichosin A,1,CC(C)(O)CCc1c(O)ccc2c1oc(=O)c1c3ccc(O)cc3oc21
Cryptomeridiol,1,CC(C)(O)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1
4-Epi-cryptomeridiol,1,CC(C)(O)[C@@H]1CC[C@@]2(C)CCC[C@](C)(O)[C@@H]2C1
Astragaloside IV,1,CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
Butyrolactone I,1,CC(C)(O)[C@H]1Cc2ccc(CC3=C(c4ccc(O)cc4)C(=O)NC3=O)cc2O1
"(5R,8S,9S,10R,13R,14S,17R,20R,23S,24S)-21,24-Epoxy-23,25-dihydroxycyclolanostan-3-one",1,CC(C)(O)[C@H]1OC[C@@H]([C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]23C)C[C@@H]1O
Bourjotinolone A,1,CC(C)(O)[C@H]1OC[C@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]23C)C[C@H]1O
,1,CC(C)(O)c1cc2cc3ccc(=O)oc3c(O)c2o1
Isoegomaketone,1,CC(C)/C=C/C(=O)c1ccoc1
ophiobolin U,1,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)CC3=C(C(=O)C[C@H]3C)/C(CO)=C\C[C@@H]12
Asperophiobolin E,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@H]3/C(C(=O)O)=C\C[C@@H]12
21-deoxo-21hydroxy-6-epi-ophiobolin G,1,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@H]3/C(CO)=C\C[C@@H]12
Asperophiobolin K,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@@]3(O)[C@H](C)C[C@@H](O)[C@@H]3/C(C=O)=C\C[C@@H]12
ophiobolin U,1,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H](/C(C=O)=C\C[C@@H]12)[C@H](C)C[C@@]3(C)O
Asperophiobolin C,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H]4/C(=C\C=C\12)C(=O)N[C@@H]4C[C@@]3(C)O
Asperophiobolin B,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H]4/C(=C\C=C\12)C(=O)N[C@]4(O)C[C@@]3(C)O
ophiobolin P,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H]4/C(=C\C[C@@H]12)C(=O)O[C@]4(O)CC3(C)C
Galbanic acid,1,CC(C)=C1CC[C@H](C)[C@](C)(COc2ccc3ccc(=O)oc3c2)[C@H]1CCC(=O)O
Nigellamin A2,1,CC(C)=C1CC[C@]2(COC(=O)c3ccccc3)[C@@H](OC(=O)c3cccnc3)/C=C(\C)CC[C@@H]3O[C@@]3(C)C[C@@H](OC(=O)c3cccnc3)[C@@]12C
bipolaricin C,1,CC(C)=CC1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@H]4/C(C(=O)O)=C\C[C@H]32)O1
garciniacowone H,1,CC(C)=CCC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12
Xanthotoxol geranyl ether,0,CC(C)=CCC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12
Albafuran A,1,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1
Prostratol,1,CC(C)=CCC/C(C)=C/Cc1c(O)ccc2c1O[C@H](c1ccc(O)cc1)CC2=O
Mulberrofuran l,1,CC(C)=CCC/C(C)=C/Cc1c(O)ccc2cc(-c3cc(O)cc(O)c3)oc12
Kuwanon E,1,CC(C)=CCC/C(C)=C/Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)c(O)cc1O
Phorbaketal A,1,CC(C)=CCC/C(C)=C/[C@@H]1CC(C)=C[C@]2(C=C(CO)[C@H]3CC(=O)C(C)=C[C@H]3O2)O1
Hulupinic acid,0,CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O
Lupulone c,0,CC(C)=CCC1(CC=C(C)C)C(=O)C2=C(OC(C(C)(C)O)C2)C(C(=O)CC(C)C)=C1O
"3',3'-Di-(gamma,gamma-dimethylallyl)-3,4-methylenedioxy-2',4'-di-oxo-enolchalcone",1,CC(C)=CCC1(CC=C(C)C)C(=O)C=C/C(=C(O)\C=C\c2ccc3c(c2)OCO3)C1=O
Lupulone,0,CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O
Lupulone e,0,CC(C)=CCC1=C2OC(C(C)(C)O)CC2(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O
Lupulone d,0,CC(C)=CCC1=C2OC(C(C)(C)O)CC2(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O
Trametenolic acid,0,CC(C)=CCC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
Arcommunol E,1,CC(C)=CCC[C@@]1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)c(O)c3)c2O)O1
Arcommunol D,1,CC(C)=CCC[C@@]1(C)C=Cc2c(ccc(C(=O)CCc3ccc(O)c(O)c3)c2O)O1
"1-hydroxybisabola-2,10-dien-4-one",0,CC(C)=CCC[C@H](C)[C@H]1CC(=O)C(C)=C[C@@H]1O
Ginsenoside Rb1,0,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
,1,CC(C)=CCOc1c2c(cc3ccc(=O)oc13)C[C@@H](C(C)(C)O)O2
garciniacowone F,1,CC(C)=CC[C@@H]1C[C@@]23CCC(C)(C)OC2=C(C(=O)c2ccccc2)C(=O)[C@H](C3=O)[C@@]1(C)CCCC(C)(C)O
Isoxanthochymol,1,CC(C)=CC[C@@H]1C[C@]23C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O
Kuwanon A,1,CC(C)=CCc1c(-c2ccc(O)c3c2OC(C)(C)C=C3)oc2cc(O)cc(O)c2c1=O
Kuwanon C,1,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O
Morusin,1,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
Uliginosin A,1,CC(C)=CCc1c(O)c(CC2=C(O)C(C)(C)C(=O)C(C(=O)C(C)C)=C2O)c(O)c(C(=O)C(C)C)c1O
"5,7,3′,4′-tetrahydroxy-6,8-diprenylisofla7,4′-di-O-prenylgenisvone",1,CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O
Moracin C,1,CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O
gamma-Mangostin,1,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O
Erythrinin B,1,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O
Kuwanon T,1,CC(C)=CCc1c(O)ccc(-c2oc3cc(O)cc(O)c3c(=O)c2CC=C(C)C)c1O
"2',4'-Dihydroxy-3'-(gamma,gamma-dimethylallyl)-3,4-methylenedioxy-chalcone",1,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc3c(c2)OCO3)c1O
Isocordoin,1,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccccc2)c1O
Ovaliflavanone C,1,CC(C)=CCc1c(O)ccc2c1OC(c1ccc3c(c1)OCO3)CC2=O
7-Hydroxy-8-prenylflavanone,1,CC(C)=CCc1c(O)ccc2c1O[C@H](c1ccccc1)CC2=O
Phaseol,1,CC(C)=CCc1c(O)ccc2c1oc(=O)c1c3ccc(O)cc3oc21
Isosojagol,0,CC(C)=CCc1c(O)ccc2c1oc1c3ccc(O)cc3oc(=O)c21
scandenone,1,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4)coc13)C=CC(C)(C)O2
Terrusnolides A,1,CC(C)=CCc1cc(CC(=O)Cc2ccc(O)cc2)ccc1O
Ovaliflavanone D,1,CC(C)=CCc1cc2c(c(CC=C(C)C)c1O)OC(c1ccc3c(c1)OCO3)CC2=O
"7-Hydroxy-6,8-diprenylflavanone",1,CC(C)=CCc1cc2c(c(CC=C(C)C)c1O)O[C@H](c1ccccc1)CC2=O
Pongamone C,1,CC(C)=CCc1cc2c(c3c1OC(C)(C)C=C3)O[C@H](c1ccc3c(c1)OCO3)CC2=O
Maxima flavanone A,1,CC(C)=CCc1cc2c(c3c1OC(C)(C)C=C3)O[C@H](c1ccccc1)CC2=O
Psoralidin,0,CC(C)=CCc1cc2c(cc1O)oc(=O)c1c3ccc(O)cc3oc21
Dolichosin B,0,CC(C)=CCc1cc2c(oc(=O)c3c4ccc(O)cc4oc23)c(CCC(C)(C)O)c1O
Dolichosin C,0,CC(C)=CCc1cc2c(oc(=O)c3c4ccc(O)cc4oc23)c2c1OC(C(C)(C)O)C2
Sargachromanol E,1,CC(C)=C[C@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1
ophiobolin J,1,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)/C4=C(\CO)[C@@H](O)C[C@H]32)O1
8-epi-ophiobolin J ,1,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)/C4=C(\CO)[C@H](O)C[C@H]32)O1
3-anhydro-6epi-ophiobolin A ,1,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)C4/C(C)=C(/C=O)C[C@H]32)O1
Hypoglicin L,1,CC(C)C1=CC(=O)[C@@]2(O)[C@@H](CC[C@H]3C4=C(CC(=O)[C@@]32C)C(=O)OC4)C1=O
Amestolkolide D,0,CC(C)CC(=O)OCC1=C2CC(=O)OC(C)(C)C2=CC(=O)[C@]2(C)[C@@H]3C(=O)[C@@H](C)O[C@@H]4OC(=O)[C@](C)(C[C@@H]12)[C@@H]43
Rhodomyrtosone C,0,CC(C)CC(=O)c1c(O)c2c(c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]3CC(C)C)OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]2CC(C)C
Rhodomyrtosone B,1,CC(C)CC(=O)c1c(O)cc(O)c2c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C2CC(C)C
Rhodomyrtone,1,CC(C)CC(=O)c1c(O)cc2c(c1O)[C@@H](CC(C)C)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O
Watsonianone A,0,CC(C)CC(C1=C(O)C(C)(C)C(=O)C(C)(C)C1=O)C1=C(O)C(C)(C)C(=O)C(C)(C)C1=O
Guggulsterol-I,0,CC(C)CC[C@@H](O)C(C)(O)[C@H]1[C@@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
"20R,22R-Dihydroxycholest-4-ene-3-one",1,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
4S-focifolidione,0,CC(C)C[C@H]1C[C@@]2(C[C@H]3C[C@@H](C2)C3(C)C)OC2=C1C(=O)C(C)(C)C(=O)C2(C)C
"(R)-(+)-1-isobutyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline",0,CC(C)C[C@H]1NCCc2cc(O)c(O)cc21
"(3b,22E) ergosta-5,8(14),22-triene-7-one",1,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2=C3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
7-ketobrassicasterol,1,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2C3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
"5a,6a-epoxy-3b-hydroxy ergosta-22-ene-7-one",1,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2C3C(=O)[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@@]21C
Ergosterol peroxide,0,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3
Frutescenone C,0,CC(C)[C@@H](CC(=O)c1ccoc1)n1cnc2c(N)ncnc21
Tomentodione N,0,CC(C)[C@@H]1C2=C(O[C@H]1O)C(C)(C)C(=O)C(C)(C)C2=O
Alternaramide,1,CC(C)[C@@H]1OC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
Berenjenol,0,CC(C)[C@@]1(C)CCC([C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]23C)CO1
Frutescenone B,0,CC(C)[C@H](O)CC(=O)c1ccoc1
Tripchlorolide,1,CC(C)[C@]1(O)[C@H](Cl)[C@@H]2O[C@]23[C@]2(O[C@H]2C[C@H]2C4=C(CC[C@@]23C)C(=O)OC4)[C@@H]1O
Rhodomyrtosone D,0,CC(C)[C@]12OC3=C(C(=O)C(C)(C)C(=O)C3(C)C)[C@H]1C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O
"1b,3b,26-Trihydroxy-16,22-dioxo-cholestane 1-O-a-L-rhamnopyranosyl(1!2)-b-D-xylopyranosyl-3-O-a-L-rhamnopyranoside",1,CC(CO)CCC(=O)[C@@H](C)[C@H]1C(=O)CC2C3CC[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C[C@@H](OC5OC[C@@H](O)C(O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@]4(C)C3CC[C@@]21C
Linolenic acid,1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
Deacetylgedunin,1,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]3(C)[C@H](O)C[C@@H]12
Nimbocinol,0,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)C(=CC(=O)[C@H]4c4ccoc4)[C@]3(C)[C@H](O)C[C@@H]12
Sapiumic acid E,1,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)C(=CC[C@@]5(C(=O)O)CC[C@@](C)(COC(=O)/C=C/c6ccc(O)cc6)C[C@H]54)[C@]3(C)CC[C@@H]12
Sapiumic acid F,1,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)C(=CC[C@@]5(C(=O)O)CC[C@@](C)(COC(=O)/C=C\c6ccc(O)cc6)C[C@H]54)[C@]3(C)CC[C@@H]12
7-Deacetylazadirone,1,CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)C(=CC[C@H]4c4ccoc4)[C@]3(C)[C@H](O)C[C@@H]12
GA6,0,CC1(C)C(=O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12
GA7,1,CC1(C)C(=O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)C[C@H](O)[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12
Ferukrinone,0,CC1(C)C(=O)CC[C@]2(C)[C@@H]1CC[C@@](C)(O)[C@@H]2COc1ccc2ccc(=O)oc2c1
Moracin D,1,CC1(C)C=Cc2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O1
Glabrachromen-II,0,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc4c(c3)OCO4)c2O)O1
Lonchocarpin,0,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccccc3)c2O)O1
Sanggenon F,1,CC1(C)C=Cc2c(ccc(C3CC(=O)c4c(O)cc(O)cc4O3)c2O)O1
Ovalichromene B,1,CC1(C)C=Cc2c(ccc3c2OC(c2ccc4c(c2)OCO4)CC3=O)O1
Isolonchocarpin,1,CC1(C)C=Cc2c(ccc3c2O[C@H](c2ccccc2)CC3=O)O1
"4'',5''-dehydroisopsoralidin",0,CC1(C)C=Cc2cc3c(cc2O1)oc(=O)c1c2ccccc2oc31
Xanthyletin,0,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1
Lapachone,1,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
"Atisane-16,17-diol",0,CC1(C)CCC[C@@]2(C)[C@@H]3C[C@@H]4CC[C@H](C3C(=O)C[C@H]12)[C@@]4(O)CO
avxanthin A,1,CC1(C)CCC[C@]2(C)CC3=C(C[C@@H]12)C(=O)CC3
"(12R,13R)-8,12epoxy-14-labden-13-ol ",1,CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12
Flavidusin A,0,CC1(C)CCC[C@]2(C)[C@H]3CC[C@](C)(C(O)CO)C=C3CC[C@@H]12
,0,CC1(C)CCC[C@]2(C)[C@H]3C[C@@H]4OC(C)(C)[C@]4(O)C=C3CC[C@@H]12
Aleuritolonic acid,0,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@H]5C(C)(C)C(=O)CC(=O)[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
1-oxo-aleuritolic acid,0,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC(=O)[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
Aleuritolic acid,0,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
Sapiumic acid C,1,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](OC(=O)/C=C/c6ccc(O)cc6)CC(=O)[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
Sapiumic acid B,1,CC1(C)CC[C@]2(C(=O)O)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](OC(=O)/C=C/c6ccc(O)cc6)C[C@H](O)[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
"2alpha,3beta,19alpha-trihydroxy-olean-2-ene-23,28-dioic acid 28-O-beta-D-glucopyranoside",0,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2C1
Arjunolic acid,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2[C@@H]1O
3-Epimaslinic acid,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
Maslinic acid,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
"3beta,23-Dihydroxy-24-oxo-olean-12-en-28-oic acid 28-O-beta-Dglucopyranoside",0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@@](C=O)(CO)C5CC[C@]43C)C2[C@@H]1O
Bellericaside B,1,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)C(CO)(CO)C5CC[C@]43C)C2[C@@H]1O
"2alpha,3beta,19alpha,24-tetrahydroxyolean-12-en-28-oic acid",1,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2C1
"2alpha,3beta,19alpha,23螕脟么tetrahydroxyolean-12-en-28-oic acid 28-O-beta-D-glucopyranoside",0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)C2[C@@H]1O
"2alpha,3beta,19alpha,24-tetrahydroxyolean-12-en-28-oic acid 28-O-beta-D-glucopyranoside",1,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2[C@@H]1O
Arjunglucoside II,1,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1
"1β,11α,17β-trihydroxy-3,16-dioxo-28-norolean-12ene",1,CC1(C)CC[C@]2(O)C(=O)C[C@]3(C)C(=CC(O)[C@@H]4[C@@]5(C)C(O)CC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
Toononoid D,1,CC1(C)OC(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](C5=CC(=O)NC5=O)C[C@H]5O[C@]54[C@]3(C)C(=O)C[C@@H]12
Frutescenone A,0,CC1(C)OC(c2ccoc2)=C(O)C1=O
"(5alpha,8beta,9beta,10beta,13beta,14alpha,17alpha,20beta)-21,25-Epoxy-23alpha,24beta-dihydroxycyclolanostan-3-one",1,CC1(C)OC[C@@H]([C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]23C)C[C@@H](O)[C@@H]1O
"21,25-epoxycyclolanostan-3-one-23alpha,24beta-acetonide",0,CC1(C)O[C@@H]2C[C@H]([C@H]3CC[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)C(=O)CC[C@@]67C[C@@]57CC[C@]34C)COC(C)(C)[C@H]2O1
Asperimide C,1,CC1(C)Oc2cc(CC3=C(c4ccc(O)cc4)C(=O)NC3=O)ccc2C[C@@H]1O
(+/-)-moracin P,1,CC1(C)Oc2cc3oc(-c4cc(O)cc(O)c4)cc3cc2CC1O
7-Oxo-18beta-glycyrrhetinic acid,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)C(=O)C[C@@H]12
GA1,1,CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@@H]12
