Name,y_label,canonical_smiles
Caesalpinin M5,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](O)[C@H](OC(C)=O)[C@@]1(O)C(C)(C)C[C@H](OC(C)=O)[C@H](O)[C@]21C
7-O-acetyl-bonducellpin C,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](OC(C)=O)C[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C
Caesalpinin F3,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](OC(C)=O)C[C@@]1(O)C(C)(C)C[C@@H](OC(C)=O)C(=O)[C@]21C
Neocaesalminin A,0,COC(=O)[C@@H]1c2ccoc2CC2C1[C@@H](OC(C)=O)[C@@H]1O[C@H]3CC(C)(C)[C@@]1(O3)[C@]2(C)C=O
Pristimerin,1,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1
Asperimide D,1,COC(=O)[C@]1(Cc2ccc(CC=C(C)C)c(O)c2)OC(=O)C(O)=C1c1ccc(O)cc1
Methyl 3-O-feruloylquinate,0,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)C1
Methyl gallate,0,COC(=O)c1cc(O)c(O)c(O)c1
1-Acetyl-3-methoxycarbonyl-beta-carboline,1,COC(=O)c1cc2c([nH]c3ccccc32)c(C(C)=O)n1
Methyl salicylate lactoside,1,COC(=O)c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
"(8S,7′E)-3,4,5,3′,9′pentamethoxyl-7-oxo-8-O-4′-neolignan",1,COC/C=C/c1ccc(O[C@@H](C)C(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1
11-Oxoaerothionin,1,COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCC(=O)CNC(=O)C1=NO[C@]3(C=C(Br)C(OC)=C(Br)[C@@H]3O)C1)=NO2
"N-formylsinococuline,",1,COC1=C2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C=O)C[C@H](O)[C@@H]1O
17-Hydroxy-15-methoxynimbocinol,1,COC1=C2[C@]3(C)CC[C@H]4C(C)(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@@]2(C)[C@@](O)(c2ccoc2)C1=O
Tunicatachalcone,1,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)/C1=C(O)/C=C/c1ccccc1
Griffinone A,1,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C2=C1C(=O)C[C@@H](c1ccccc1)O2
"(2S, 4S)-3',4'-methylenedioxypongaflavanol",1,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C2=C1[C@@H](O)C[C@@H](c1ccc3c(c1)OCO3)O2
Pongaflavanol,1,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C2=C1[C@@H](O)C[C@@H](c1ccccc1)O2
"(2S, 4R)-4,5-dimethoxy-8,8-bis(3-methylbut-2-enyl)-2-phenyl-3,4-dihydro-2H-chromen-(8H)-one",1,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C2=C1[C@H](OC)C[C@@H](c1ccc3c(c1)OCO3)O2
Denbinobin,1,COC1=CC(=O)c2ccc3cc(OC)cc(O)c3c2C1=O
3''R-4''-hydroxy-derrisin B,0,COC1C(=O)c2ccc3c(c2OC1c1ccccc1)C[C@@H](O)C(C)(C)O3
Derrisin B,0,COC1C(=O)c2ccc3c(c2OC1c1ccccc1)[C@H](O)[C@H](O)C(C)(C)O3
"1β,17β-dihydroxy-11α-methoxy-3,16-dioxo-28-norolean-12ene",1,COC1C=C2[C@@H]3CC(C)(C)CC[C@]3(O)C(=O)C[C@@]2(C)[C@]2(C)CC[C@H]3C(C)(C)C(=O)CC(O)[C@]3(C)[C@@H]12
1-methoxymethyl-beta-carboline,0,COCc1nccc2c1[nH]c1ccccc12
Geleganimine B,1,CON1C(=O)[C@@]2(C[C@@H]3N=C([C@@](C)(O)CC(C)[C@]45ON4[C@H]4C[C@@]6(C(=O)N(OC)c7ccccc76)[C@H]6C[C@@H]5[C@@H]4CO6)[C@@H]4C[C@H]2OC[C@H]34)c2ccccc21
Zephygranditine F,0,CO[C@@H]1C=C[C@@]2(CN(C)C(=O)c3cc4c(cc32)OCO4)[C@@H](N(C)C=O)C1
Zephygranditine E,0,CO[C@@H]1C=C[C@@]2(CN(CCc3ccc(O)cc3)C(=O)c3cc4c(cc32)OCO4)[C@@H](N(C)C=O)C1
Zephygranditine C,1,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(=O)N(CCCC(=O)O)[C@@H]2CN(C)[C@H]3C1)OCO5
Zephygranditine B,1,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(=O)N(CCc4ccccc4)[C@@H]2C(=O)N(C)[C@H]3C1)OCO5
Preussomerin C,1,CO[C@@H]1CC(=O)c2cccc3c2[C@@]12Oc1ccc(O)c4c1[C@](O3)(O2)[C@@H]1O[C@@H]1[C@@H]4O
Terrusnolides D,1,CO[C@@H]1OC(=O)C(c2ccc(O)cc2)C1Cc1ccc2c(c1)CC(C(C)(C)O)O2
Terrusnolides B,1,CO[C@@H]1OC(=O)C(c2ccc(O)cc2)C1Cc1ccc2c(c1)CC(O)C(C)(C)O2
12-Dehydroxy-29-exoneoazedarachin D,0,CO[C@@H]1OC[C@]23[C@@H](O)C[C@@H](OC(C)=O)[C@@]1(C)[C@@H]2C[C@@H](O)[C@@]1(C)[C@@H]2C(=O)C[C@@H](c4ccoc4)[C@]2(C)CC(=O)[C@@H]13
Physaminimin A,1,CO[C@@H]1O[C@@](C)([C@H]2CC(C)=C(C)C(=O)O2)[C@H]2C[C@H](O)[C@@H]3C4C[C@H]5OC(=O)CC=CC5=C(C)[C@H]4CC[C@]123
Physaminimin D,0,CO[C@@H]1O[C@@](C)([C@H]2CC(C)=C(C)C(=O)O2)[C@H]2C[C@H](O)[C@H]3[C@@H]4C[C@@H](O)[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]132
Palmarumycin SA3,1,CO[C@@H]1c2c(O)cccc2C2(Oc3cccc4cccc(c34)O2)[C@H](O)[C@H]1O
Nimbolinin D,1,CO[C@H]1C[C@H]2[C@](C)(C3=C(C)[C@H](c4ccoc4)C[C@@H]3O1)[C@H](OC(=O)c1ccccc1)[C@@H]1OC[C@]3(C)[C@H](OC(C)=O)C[C@H](O)[C@@]2(C)[C@@H]13
Meliarachin K,0,CO[C@H]1OC[C@]23[C@@H](O)C[C@@H](OC(C)=O)[C@@]1(C)[C@@H]2C[C@@H](O)[C@@]1(C)[C@@H]2C(=O)C[C@@H](c4ccoc4)[C@]2(C)[C@@H](OC(C)=O)C(=O)[C@@H]13
Physaminimin B,1,CO[C@H]1O[C@@](C)([C@H]2CC(C)=C(C)C(=O)O2)[C@H]2C[C@H](O)[C@@H]3C4C[C@H]5OC(=O)CC=CC5=C(C)[C@H]4CC[C@]123
Physaminimin E,1,CO[C@H]1O[C@@](C)([C@H]2CC(C)=C(C)C(=O)O2)[C@H]2C[C@H](O)[C@H]3[C@@H]4C[C@@H](O)C5=CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]132
2-O-Methylrhodomollein XI,1,CO[C@H]1[C@H](O)C(C)(C)[C@@]2(O)[C@H](OC(C)=O)C[C@]34C[C@@](C)(O)[C@H](CC[C@H]3[C@@](C)(O)[C@H]12)[C@H]4O
Caesalmin W,0,CO[C@]1(C)c2ccoc2C[C@H]2[C@H]1[C@@H](OC(C)=O)[C@H](O)[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C
Caesalmin F,0,CO[C@]1(C)c2ccoc2C[C@H]2[C@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C
Asperophiobolin A,0,CO[C@]12C[C@@](C)(O)[C@H]3C[C@@]4(C)CC[C@H]([C@@H](C)/C=C\C=C(C)C)/C4=C/C=C(/C(=O)N1)[C@@H]32
Asperophiobolin D,1,CO[C@]12C[C@@](C)(O)[C@H]3C[C@@]4(C)CC[C@H]([C@@H](C)/C=C\C=C(C)C)[C@@H]4C/C=C(/C(=O)N1)[C@@H]32
3-O-methylquercetin,1,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O
"3',4'-Methylenedioxy-3- methoxy-2''-(2-hydroxypropan-2-yl)-furano-(2'',3'':7,8)-flavone",1,COc1c(-c2ccc3c(c2)OCO3)oc2c(ccc3oc(C(C)(C)O)cc32)c1=O
Pongapin,1,COc1c(-c2ccc3c(c2)OCO3)oc2c(ccc3occc32)c1=O
Pongachromene,1,COc1c(-c2ccc3c(c2)OCO3)oc2c3c(ccc2c1=O)OC(C)(C)C=C3
Pongapinnol C,1,COc1c(-c2cccc(O)c2)oc2c(ccc3occc32)c1=O
"3-methoxy-5''-(2-hydroxypropan-2-yl)-furano-(2'',3'':7,8)-flavone",0,COc1c(-c2ccccc2)oc2c(ccc3oc(C(C)(C)O)cc32)c1=O
Karanjin,0,COc1c(-c2ccccc2)oc2c(ccc3occc32)c1=O
Karanjachromene,1,COc1c(-c2ccccc2)oc2c3c(ccc2c1=O)OC(C)(C)C=C3
"3-Methoxy-(3'',4''-dihydro-3''-hydroxy-4''-acetoxy)-2'',2''-dimethylpyrano-(7,8:5'',6'')-flavone",1,COc1c(-c2ccccc2)oc2c3c(ccc2c1=O)OC(C)(C)[C@H](O)[C@@H]3OC(C)=O
"3-Methoxy-(3'',4''-dihydro-4''-hydroxy-3''-acetoxy)-2'',2''-dimethylpyrano-(7,8:5'',6'')-flavone",1,COc1c(-c2ccccc2)oc2c3c(ccc2c1=O)OC(C)(C)[C@H](OC(C)=O)[C@@H]3O
"3-Methoxy-(3'',4''- dihydro-3'',4''-diacetoxy-2'',2''-dimethyl) pyrano (7,8:5'',6'') flavone",1,COc1c(-c2ccccc2)oc2c3c(ccc2c1=O)OC(C)(C)[C@H](OC(C)=O)[C@@H]3OC(C)=O
Licochalcone B,1,COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1O
"2-Methoxy-6-hydroxy-[2'',3'':3,4]-furan-transchalcone",1,COc1c(/C=C/C(=O)c2ccccc2)c(O)cc2occc12
Ovalitenone,1,COc1c(C(=O)/C=C(\O)c2ccc3c(c2)OCO3)ccc2occc12
Pongamol,0,COc1c(C(=O)/C=C(\O)c2ccccc2)ccc2occc12
Bractelactone,1,COc1c(C(=O)CCc2ccccc2)c(O)c(O)c2c1/C(=C/c1ccccc1)C(=O)O2
Hypoglicin D,1,COc1c(C(C)C)cc(O)c2c1[C@@H](O)C[C@@]13O[C@]1(C)C(=O)CC[C@]23C
Pilosanol n,1,COc1c(C)c(O)c(Cc2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@@H](O)C3)c(O)c1C(C)=O
Bleochrin B,1,COc1c(Cc2ccc(O)cc2)c(O)c(Cc2ccc(O)cc2)c(CCc2cc(O)ccc2Cc2ccc(O)cc2)c1Cc1ccc(O)cc1
Bleochrin A,1,COc1c(Cc2ccc(O)cc2)c(O)cc(CCc2cc(O)ccc2Cc2ccc(O)cc2)c1Cc1ccc(O)cc1
Kumujian C,1,COc1c(O)c(=O)n2c3ccccc3c3ccnc1c32
Picrasidine q,0,COc1c(O)c2nccc3c4ccccc4n(c1=O)c23
Mearnsetin,0,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O
"3,3'-di-O-methylellagic acid",1,COc1c(O)cc2c(=O)oc3c(OC)c(O)cc4c(=O)oc1c2c34
Mulberrofuran y,1,COc1c(O)cc2oc(-c3cc(O)cc(O)c3)cc2c1C/C=C(\C)CCC=C(C)C
Oroxylin a,1,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O
cowanol,1,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C
Mangostin,1,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C
cratoxylone,1,COc1c(O)cc2oc3cc(O)c(CCC(C)(C)O)c(O)c3c(=O)c2c1CC=C(C)C
mangostanin,1,COc1c(O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4
Tectorigenin,1,COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O
Muralatin D,0,COc1c(OC)c(/C=C/C(C)(C)O)c2oc(=O)ccc2c1OC
Murragleinin,0,COc1c(OC)c(CC(O)C(C)(C)O)c2oc(=O)ccc2c1OC
Muralatin C,0,COc1c(OC)c(CC=C(C)C)c2oc(=O)ccc2c1OC
"3,5,6-Trimethoxy-[2'',3'':7,8]-furanoflavone",1,COc1c(OC)c2c(=O)cc(-c3ccccc3)oc2c2ccoc12
"4,5-dimethoxycanthin-6-one",0,COc1c(OC)c2nccc3c4ccccc4n(c1=O)c23
Collinin,1,COc1c(OC/C=C(\C)CCC=C(C)C)ccc2ccc(=O)oc12
Tectoridin,0,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O
"(betaR)-2,beta-Dimethoxy-6-hydroxy-[2'',3'':3,4]-furan-transdihydrochalcone",1,COc1c([C@@H](CC(=O)c2ccccc2)OC)c(O)cc2occc12
Ficucaricone C,1,COc1c2c(cc(O)c1C(=O)C(=O)c1ccc(OCC=C(C)C)cc1)OC(C)(C)C=C2
"1-[6-hydroxy-2-methoxy-2'',2''-dimethylpyrano-(5'',6'':3,4)]-2-(4''-methoxyphenyl)-1,2-ethanedione",1,COc1c2c(cc(O)c1C(=O)C(=O)c1ccc3c(c1)OCO3)OC(C)(C)C=C2
"(7′S,8′S)-Sapiumin B",1,COc1c2c(cc3ccc(=O)oc13)O[C@@H](c1ccc(O)c(O)c1)[C@H](CO)O2
"(7′R,8′R)-Sapiumin B ",1,COc1c2c(cc3ccc(=O)oc13)O[C@H](c1ccc(O)c(O)c1)[C@@H](CO)O2
Indicanine B,1,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2
"(2R)-2, 5-dimethoxy-[2'',3'':6,7]-furanoflavanone",1,COc1c2c(cc3occc13)O[C@@](OC)(c1ccccc1)CC2=O
Pinnatin,1,COc1c2ccoc2cc2oc(-c3ccccc3)cc(=O)c12
Gamatin,0,COc1c2ccoc2cc2occ(-c3ccc4c(c3)OCO4)c(=O)c12
Ficucaricone B,1,COc1c2oc(C(C)(C)O)cc2c(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc12
Artoindonesianin O,1,COc1cc(-c2cc3ccc(O)cc3o2)cc(O)c1CC=C(C)C
Isopiscerythrone,1,COc1cc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)c(O)cc1O
Viridiflorin,1,COc1cc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)c(OC)cc1O
3'-O-methylorobol,1,COc1cc(-c2coc3cc(O)cc(O)c3c2=O)ccc1O
3'-Methoxypongapin,1,COc1cc(-c2oc3c(ccc4occc43)c(=O)c2OC)cc2c1OCO2
Isorhamnetin,1,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
,0,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc(O)c1OC
Monomethylcurcumin,1,COc1cc(/C=C/C(=O)C=C(O)/C=C/c2ccc(OC)c(OC)c2)ccc1O
Curcumin,1,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
Demethoxycurcumin,1,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O
Dihydrocurcumin,1,COc1cc(/C=C/C(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O
N-trans-feruloyl tyramine,1,COc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1O
(S)-N-trans-feruloyloctopamine,0,COc1cc(/C=C/C(=O)NC[C@@H](O)c2ccc(O)cc2)ccc1O
2-hydroxy ferulic acid,0,COc1cc(/C=C/C(=O)O)c(O)cc1O
Z-5-hydroxy ferulic acid,0,COc1cc(/C=C/C(=O)O)cc(O)c1[O-]
Ferulic acid,0,COc1cc(/C=C/C(=O)O)ccc1O
Sapiumic acid D,1,COc1cc(/C=C/C(=O)O[C@H]2CC(=O)[C@]3(C)[C@H]4CC[C@]5(C)C(=CC[C@@]6(C(=O)O)CCC(C)(C)C[C@H]65)[C@]4(C)CC[C@H]3C2(C)C)ccc1O
Tenuifoliside B,1,COc1cc(/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@]2(CO)O[C@H]2O[C@H](COC(=O)c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
"3',4',5'-trimethoxycinnamyl alcohol",0,COc1cc(/C=C/CO)cc(OC)c1OC
Syringin,0,COc1cc(/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
N-Cis-feruloyltyramine,1,COc1cc(/C=C\C(=O)NCCc2ccc(O)cc2)ccc1O
(Z)-Coniferyl Alcohol,1,COc1cc(/C=C\CO)ccc1O
"3,4,5-trimethoxybenzoic acid ",0,COc1cc(C(=O)O)cc(OC)c1OC
Oxyneolignan A,1,COc1cc(C(=O)[C@@H](CO)c2ccc(O)c(OC)c2)ccc1O
Hypoglicin E,1,COc1cc(C(C)C)c(O)c2c1[C@@]1(C)CC=C[C@](C)(CO)[C@@H]1CC2
Hypoglicin B,1,COc1cc(C(C)C)c(O)c2c1[C@@]1(C)CCC(=O)C(C)=C1C=C2
Isoespintanol,0,COc1cc(C)c(OC)c(O)c1C(C)C
Lichexanthone,0,COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1
(+)-Syringaresinol 4'-O-beta-D-glucopyranoside,0,COc1cc(C2OCC3C(c4cc(OC)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(OC)c4)OCC23)cc(OC)c1O
Liriodendrin,0,COc1cc(C2OCC3C(c4cc(OC)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c(OC)c4)OCC23)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
7-(4''-hydroxy-3''-methoxyphenyl)-1-phenylhept-4-en-3-one,1,COc1cc(CC/C=C/C(=O)CCc2ccccc2)ccc1O
Tetrahydrocurcumin,0,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O
Tetrahydrodemethoxycurcumin,0,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)cc2)ccc1O
Hexahydrocurcumin,0,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O
Zingerone,0,COc1cc(CCC(C)=O)ccc1O
5-hydroxy-7-(4''-hydroxy-3''-methoxyphenyl)-1-phenyl-3-heptanone,0,COc1cc(CCC(O)CC(=O)CCc2ccccc2)ccc1O
"3-(3,4,5-trimethoxyphenyl)propan-1-ol",0,COc1cc(CCCO)cc(OC)c1OC
Surinamensinol A,1,COc1cc(CCCO)ccc1O[C@H](C)[C@H](O)c1cc(OC)c(OC)c(OC)c1
Exotimarin D,0,COc1cc(O)c(C(O)[C@@H]2C[C@](C)(/C=C/c3c(OC)ccc4ccc(=O)oc34)OC2=O)c(OC)c1
"2',4,4'-Trihydroxy-3'-(2-methoxy-3-hydroxy-3-methylbutyl)-6'-methoxy-trans-chalcone",1,COc1cc(O)c(CC(OC)C(C)(C)O)c(O)c1C(=O)/C=C/c1ccc(O)cc1
Xanthohumol,1,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1
"3,3'-Dihydroxy-2,6-bis(p-hydroxybenzyl)-5-methoxybenzyl",1,COc1cc(O)c(Cc2ccc(O)cc2)c(CCc2cccc(O)c2)c1Cc1ccc(O)cc1
Mat41,0,COc1cc(O)c2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2c1
Mat43,1,COc1cc(O)c2c(=O)c(O)c(-c3cc(O)c(OC)c(O)c3)oc2c1
Rhamnetin,1,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1
Mat42,1,COc1cc(O)c2c(=O)c(OC)c(-c3cc(O)c(O)c(O)c3)oc2c1
Ayanin,1,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1
Retusin,0,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1
,0,COc1cc(O)c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3cc(O)c(OC)c(O)c3)oc2c1
,0,COc1cc(O)c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3cc(O)c(OC)c(OC)c3)oc2c1
,0,COc1cc(O)c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1
Rhamnetin-3-O-Rut,0,COc1cc(O)c2c(=O)c(O[C@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(O)c(O)c3)oc2c1
Ombuine-3-O-Rut,0,COc1cc(O)c2c(=O)c(O[C@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(OC)c(O)c3)oc2c1
Mat38,0,COc1cc(O)c2c(=O)c(O[C@H]3O[C@@H](CO[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(OC)c(OC)c3)oc2c1
Aciculatin,1,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1[C@@H]1C[C@H](O)[C@H](O)[C@@H](C)O1
Pilloin,1,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(O)c3)oc2c1
Mat14,1,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1
Techtochrysin,1,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1
Physcion,0,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O
Pinostrobin,0,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O
Sibiricol,0,COc1cc(O)c2ccc(=O)oc2c1CC=C(C)C
Dinklagein A,1,COc1cc(O)cc(-c2cc3cc(O)c(OC)c(CC=C(C)C)c3o2)c1
Pinosylvin methyl ether,1,COc1cc(O)cc(/C=C/c2ccccc2)c1
Gigantol,0,COc1cc(O)cc(CCc2ccc(OC)c(O)c2)c1
Lasiodiplodin,0,COc1cc(O)cc2c1C(=O)O[C@@H](C)CCCCCCC2
(-)-(7S)-7-Hydroxylasiodiplodin,0,COc1cc(O)cc2c1C(=O)O[C@@H](C)CCC[C@@H](O)CCC2
(+)-(7R)-7-Hydroxylasiodiplodin,0,COc1cc(O)cc2c1C(=O)O[C@@H](C)CCC[C@H](O)CCC2
Echinatin,1,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1
Acoramol,0,COc1cc(OC)c(OC)cc1/C=C\CO
Magnosalicin,0,COc1cc(OC)c([C@@H]2[C@@H](C)[C@H](c3cc(OC)c(OC)cc3OC)O[C@@H]2C)cc1OC
Magnosalin,1,COc1cc(OC)c([C@@H]2[C@H](C)[C@@H](C)[C@H]2c2cc(OC)c(OC)cc2OC)cc1OC
,1,COc1cc(OC)c2c(=O)c(OC)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1
Pentamethylquercetin,1,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1
Tetramethylluteolin,1,COc1cc(OC)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1
Toddalenone,1,COc1cc(OC)c2ccc(=O)oc2c1/C=C/C(C)=O
Gleinene,1,COc1cc(OC)c2ccc(=O)oc2c1/C=C/C(C)C
Muralatin J,0,COc1cc(OC)c2ccc(=O)oc2c1C(=O)C(=O)C(C)C
Muralatin F,1,COc1cc(OC)c2ccc(=O)oc2c1C/C=C(\C)C=O
"5,7-Dimethoxy-8-(3-methyl-2-oxobutyl)-coumarin",1,COc1cc(OC)c2ccc(=O)oc2c1CC(=O)C(C)C
Coumurrayin,1,COc1cc(OC)c2ccc(=O)oc2c1CC=C(C)C
Muralatin H,1,COc1cc(OC)c2ccc(=O)oc2c1CC=O
(-)-mexoticin,0,COc1cc(OC)c2ccc(=O)oc2c1C[C@@H](O)C(C)(C)O
Omphalocarpin,0,COc1cc(OC)c2ccc(=O)oc2c1C[C@](C)(O)C(C)OC
Toddalosin,0,COc1cc(OC)c2ccc(=O)oc2c1[C@H]1C=C(C)CC(C)(C)[C@@H]1[C@@H](O)c1c(OC)cc(OC)c2ccc(=O)oc12
"3',5'-dimethoxy-[2'',3'':8,7]-furanoflavone",0,COc1cc(OC)cc(-c2cc(=O)c3ccc4occc4c3o2)c1
Pongapinnol B,0,COc1cc(OC)cc(-c2oc3c(ccc4occc43)c(=O)c2OC)c1
Evofolin B,0,COc1cc([C@@H](O)[C@@H](CO)c2ccc(O)c(OC)c2)ccc1O
"(1R,2S)-rel-1-(4'-hydroxy-3'-methoxyphenyl)-2-[4''-(3-hydroxypropyl)-2'',6''-dimethoxyphenoxy]-1,3-propanediol",1,COc1cc([C@@H](O)[C@H](CO)Oc2c(OC)cc(CCCO)cc2OC)cc(O)c1OC
(-)-Pinoresinol,0,COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O
"(1S,2R)-1-(3-Methoxy-4-hydroxyphenyl)-2-[2,6-dimethoxy-4-(3-hydroxypropyl)phenoxy]-1,3-propanediol",1,COc1cc([C@H](O)[C@@H](CO)Oc2c(OC)cc(CCCO)cc2OC)ccc1O
(+)-Syringaresinol,1,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(O)c(OC)c2)cc(OC)c1C
"(7S,8S)-3-Methoxy-3',7-epoxy-8,4'-oxyneolignan-4,9,9' -triol",1,COc1cc([C@H]2Oc3cc(CCCO)ccc3O[C@H]2CO)ccc1O
Glycitein,0,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O
Glycitin,0,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
"7-hydroxy-3,6-dimethoxy-3',4'-methylenedioxyflavone",0,COc1cc2c(=O)c(OC)c(-c3ccc4c(c3)OCO4)oc2cc1O
tsaokonol I,1,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)C=CC(C)(CC/C=C(\C)CCC=C(C)C)O2
Xanthohumol b,1,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)CC(O)C(C)(C)O2
Glabrachromene I,1,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc3c(c1)OCO3)C=CC(C)(C)O2
