scaffold,mean_shap,effect
O=C1C=C2C(=CC(=O)C3[C@@H](CC4C(=O)O[C@H]5OCC(=O)[C@@H]3[C@@H]45)[C@]23CO3)CO1,0.000275879,positive
c1ccc(-c2ccccc2O[C@H]2CC[C@@H]3CCC4CCC[C@]32C4)cc1,0.000275879,positive
O=C1C=CC2CCCC3C=C(c4ccoc4)C1=C23,0.000275879,positive
O=C1C=CC2CCCC[C@H]2C1,0.000275879,positive
O=C1CCC23Oc4cccc5c4[C@](CCC5=O)(Oc4cccc1c42)O3,0.000275879,positive
O=C1C=CC[C@H](C[C@H]2CC=CCCC3=C(C2)C(=O)OC3=O)O1,0.000275879,positive
O=C1C=CC[C@H](C[C@H]2CCC3C2CC[C@@H]2C4C(=O)C=CCC4CC[C@@H]32)O1,0.000275879,positive
O=C1C=C[C@H]2CC3CCC[C@@H]3C/C=C\[C@@H]12,0.000275879,positive
O=C1C=C[C@H]2CC3CCC[C@@H]3C/C=C\[C@H]12,0.000275879,positive
O=C1C=CC[C@@H]2C[C@H]3O[C@H]4C[C@@H](c5ccoc5)C=C4C3CC12,0.000275879,positive
O=C1C=CC[C@H](C2OC[C@]34CC[C@@H]5C6C(=O)C=CC=C6CC[C@H]5[C@@H]3CC[C@H]24)O1,0.000275879,positive
O=C1C=CC[C@H](C2OC[C@]34CC[C@@H]5C6C(=O)C=CCC6CC[C@H]5[C@@H]3CC[C@H]24)O1,0.000275879,positive
O=C1C=CC2[C@@H](CCC3C4=CCC5CCC(COC(=O)/C=C\c6ccccc6)C[C@H]5C4CC[C@@H]32)C1,0.000275879,positive
O=C1C=C([C@H]2C=C3C4CC5CCCC6C(=O)O[C@H]([C@H]56)[C@H]4O[C@@H]3C2)CO1,0.000275879,positive
O=C1C=C(CCC2CCCC3CCCC[C@@H]32)CO1,0.000275879,positive
C1=C2C3CC4CCCC[C@@H]4C[C@H]3O[C@@H]2C[C@H]1c1ccoc1,0.000275879,positive
C=C1CCCC[C@H]1C/C=C1\CCOC1=O,0.000275879,positive
C1=Cc2ccc(-c3cc4ccccc4o3)cc2OC1,0.000275879,positive
O=C1CC[C@]23C[C@]24CCC2C(CC[C@@H]2[C@H]2CCCCOC2)[C@@H]4CC[C@H]3C1,0.000275879,positive
C=C1CC[C@H]2C(=C)CC[C@H]3C(C[C@@H]4C(=O)O[C@H]5[C@H]4CCC(=C)[C@@H]4CCC(=C)[C@H]54)C(=O)O[C@@H]3[C@@H]12,0.000275879,positive
C1=C\[C@H]2CCC[C@H]2CC2CCC[C@@H]2C/1,0.000275879,positive
C=C1CC[C@H]2CC3=C(CC(=O)CC3=O)OC2CC[C@H]2CC[C@H]12,0.000275879,positive
C1=C\[C@H]2CCCC2CC2CCC[C@@H]2C/1,0.000275879,positive
C=C1C(=O)O[C@@H]2CC3C[C@@H]3C[C@H]12,0.000275879,positive
